epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.126262661182519,0.19886387526718877,1.181008901169051,0.13571222669044516
1,0.001,0.993161784880089,0.3384491618506517,1.1429675959829073,0.15734314781168554
2,0.001,0.8943659681262393,0.46555342087616136,0.9172400583082171,0.4011820588597539
3,0.001,0.8113186630335721,0.5445595923918507,0.731662476240699,0.6312813037609688
4,0.001,0.7402254957141299,0.5920313397700548,0.6909877560031947,0.6365208278123518
5,0.001,0.6814226706822714,0.6103335583592481,0.644065797328949,0.6576219847779687
6,0.001,0.6220162890174172,0.6396229499276818,0.5742499757168898,0.6689212820154844
7,0.001,0.5742953230034221,0.6474420999831173,0.4927349757792345,0.711296922018594
8,0.001,0.518939607071154,0.6814322403197136,0.5770018332040132,0.6532442614820513
9,0.001,0.4917758974162015,0.6601029130337392,0.4302088805099032,0.7146785475696434
10,0.001,0.4689976148533099,0.6586409982508079,0.40501170683262955,0.7287386661843054
11,0.001,0.4138981546416427,0.7082756788070714,0.3775610670224944,0.7286772124803171
12,0.001,0.3960849064769167,0.6882743941283679,0.35489313815956686,0.7252604119840514
13,0.001,0.3726291268160849,0.7017454820573136,0.29417126169845237,0.7635134960800668
14,0.001,0.373585969209671,0.6948542307773458,0.3242618913081155,0.7420197875831274
15,0.001,0.3436231152577834,0.7122381530450776,0.2694221203451726,0.774209186305476
16,0.001,0.32620695052724896,0.7242486018775653,0.2704888310895037,0.7725333179623
17,0.001,0.3187725124034015,0.7286912878700329,0.2562050321208897,0.7766185996704916
18,0.001,0.30372715538198297,0.7212954153407496,0.25537666144655713,0.7770965474005601
19,0.001,0.30034943331371655,0.7328301315899924,0.2369412125936195,0.7818690562111195
20,0.001,0.2963599485881401,0.7254824831746384,0.2529131069556991,0.778931283394108
21,0.001,0.2952906620321852,0.7257498743215636,0.23074383477666485,0.7889324690685982
22,0.001,0.293997382124265,0.7323576016790413,0.22441819043301825,0.784986097885094
23,0.001,0.2799521318890832,0.7433426216649917,0.21385937350899425,0.7932732629717152
24,0.001,0.28162241704536206,0.7410650537083507,0.23576658563827402,0.7774132136924944
25,0.001,0.26585596709540393,0.752493787003948,0.28642421471538826,0.7586510690836348
26,0.001,0.2545153069676775,0.7652817980096142,0.2169952930799171,0.786110021730456
27,0.001,0.25135580292253784,0.766924814644116,0.20861019461012598,0.7932053901871694
28,0.001,0.2625322346434449,0.7502598587779122,0.20904121092006342,0.7925801586930962
29,0.001,0.26823362617781665,0.7379073138683097,0.20543421293372538,0.7951495895624402
30,0.001,0.25130836846250476,0.7559690927483066,0.2033713900331241,0.7967110581629998
31,0.001,0.24936392948482977,0.7625691851627393,0.20182386952549664,0.7990840110636979
32,0.001,0.2510980805664351,0.752996621789003,0.19747331427104436,0.8033436213065793
33,0.001,0.23602759115623706,0.7737847554879368,0.20202979089608833,0.8014950488940303
34,0.001,0.24322644688866354,0.7639709736201048,0.1924006449642466,0.803202066536785
35,0.001,0.24985701297268723,0.7426470359872286,0.23492830724858527,0.7819017688281467
36,0.001,0.24755523286082529,0.7592695394311683,0.2044636825127388,0.7957492757937755
37,0.001,0.2504932221138116,0.7626683554142182,0.19029162245899883,0.8045434112734888
38,0.001,0.2346113400928902,0.7719001332170761,0.200633783171426,0.8000920020640337
39,0.001,0.2401722823128556,0.7603737614572941,0.19977444699451105,0.7929941942454958
40,0.001,0.23054599039482349,0.7733740281234821,0.18995351310986192,0.8011048320001307
41,0.001,0.24138070868723321,0.7620430471336782,0.19328431940790433,0.8000472679967453
42,0.001,0.23761122064156967,0.7514808309314258,0.19932284195031694,0.794367440199816
43,0.001,0.2287284199035529,0.7679172920274556,0.2087365199825657,0.7864253999088711
44,0.001,0.23111816427924417,0.7655594814989057,0.18792494108427815,0.8020270904301406
45,0.001,0.23561068150130185,0.7722538165392107,0.18742447446531324,0.8035491301880663
46,0.001,0.25431468586126965,0.7468937107061192,0.21889791292930716,0.7911815579006017
47,0.001,0.2340553520303784,0.7667310848601686,0.18621599785427548,0.8090951781665296
48,0.001,0.23271024498072537,0.7719151774103364,0.1819716327225984,0.8095714647963792
49,0.001,0.23400608743682053,0.7651082537791574,0.19298387552375224,0.8030501258543898
50,0.001,0.22504687083489966,0.778284601713439,0.1819207926294697,0.8094775008975984
51,0.001,0.22798586523894107,0.7673476736328957,0.18465237541874843,0.8079328799046251
52,0.001,0.22288718142292716,0.7598425952421075,0.1846672839193202,0.808484440309405
53,0.001,0.22543790484919693,0.7719821198532004,0.18499525803238598,0.8074207883468849
54,0.001,0.24239385218331308,0.7660835276009816,0.20046056317749308,0.8003554197612887
55,0.001,0.2148981284011494,0.7855801724052482,0.1815991948789625,0.8108471016300919
56,0.001,0.2237938330932097,0.7796044842649673,0.21413616769349397,0.7931032444389565
57,0.001,0.2158162115198193,0.7853087098894692,0.18026785530261139,0.8107660807133383
58,0.001,0.2136439188863292,0.7886904035111317,0.1775666039381454,0.8126506744131936
59,0.001,0.22239097727067542,0.7784750834519188,0.18819917760678193,0.8045590118769579
60,0.001,0.2036846519419641,0.7998108839037831,0.18275844049987508,0.8079976236458718
61,0.001,0.21735701822873318,0.7794177417140876,0.17902877370813,0.8120326635724816
62,0.001,0.20794016980763638,0.7935103812184184,0.1768469040963187,0.8130883031263814
63,0.001,0.21839052980596368,0.7796807570709,0.18424377468094896,0.810274092289492
64,0.001,0.21287308181777145,0.7870986098132838,0.177097670622726,0.8137090405223835
65,0.001,0.20586483270832986,0.7907742156591562,0.17933785715209904,0.8099567922036011
66,0.001,0.21334114174048105,0.7767806928105268,0.18331607887104376,0.8066395983701425
67,0.001,0.21335272174893002,0.7871185956526353,0.17633904583418547,0.8122691110276796
68,0.001,0.20920486928838672,0.7914004741680996,0.17684417162368546,0.8124267524111964
69,0.001,0.21301996120900818,0.7893354038009269,0.17603426904820685,0.8133475024844264
70,0.001,0.21792018300656116,0.7847798635773656,0.21108133223519396,0.7905305825069723
71,0.001,0.21879219218637003,0.7773117855019743,0.17521059913421744,0.8132117134138438
72,0.001,0.20305705792976148,0.7943806191880359,0.17711937783369378,0.8135811746915648
73,0.001,0.20729512698722607,0.7760326059534998,0.17489806618263473,0.813699793983433
