epoch,lr,loss,iou,val_loss,val_iou
74,0.001,0.21137875318527222,0.7852242039814219,0.18033314774285503,0.8093392530650777
75,0.001,0.22073338429133096,0.7633337446306445,0.1830044737947521,0.8061941717446792
76,0.001,0.21393881738185883,0.7838497686270678,0.1744143142184215,0.8144387905731206
77,0.001,0.21042780397516309,0.7871676699361918,0.17525964174697647,0.8144609910511369
78,0.001,0.20540868332891754,0.7868842726978394,0.1770131060881401,0.8122280263815108
79,0.001,0.20712632211771878,0.794020543859586,0.17524339503316738,0.8131717372036592
80,0.001,0.20779807955929727,0.7923395111002187,0.17465723183617662,0.8133906701892746
81,0.001,0.20712526639302573,0.790762063486185,0.17486225758025895,0.8143592986565237
82,0.001,0.2147838075955709,0.7788210771404315,0.17419434438890485,0.8144645732923022
83,0.001,0.20317482316132748,0.787457296681984,0.17534737444635648,0.8135708063080099
84,0.001,0.20466604783679498,0.7886066393374003,0.17543444193121213,0.8132874294584486
85,0.001,0.20229136356801697,0.7892430826073178,0.17541406181321215,0.8127360534990196
86,0.001,0.2050865829894037,0.782690212617232,0.17383354590899908,0.8145743693969071
87,0.001,0.2068693068894473,0.784202034821624,0.17561037349167155,0.8135279738304623
88,0.001,0.207503413160642,0.7857469521031091,0.17349703276335304,0.8148880587732356
89,0.001,0.20806746410601068,0.7873161470023351,0.17600238189768436,0.81280829579034
90,0.001,0.20919974915909045,0.7810531633315309,0.1751579459923417,0.8138395963204665
91,0.001,0.21961539035493677,0.7797719389688531,0.17348841789053449,0.8146562331847025
92,0.001,0.1936544216040409,0.8071329771785336,0.17402574998229298,0.8149595475146937
93,0.001,0.211594101154443,0.7900814489434214,0.17452419693790264,0.814320832286742
94,0.001,0.21731678825436215,0.7849466041525653,0.17362984903712772,0.8151555147094872
95,0.001,0.21300951278570926,0.7832271585500152,0.17306766403255178,0.8159400069857684
96,0.001,0.20786852005756262,0.7846749378686005,0.17397255083518243,0.8144140828180284
97,0.001,0.20830381910006204,0.7784255551449544,0.17374596666933886,0.8157118669239173
98,0.001,0.2025010861230619,0.7990871333065274,0.17415563250655558,0.8149729955709313
99,0.001,0.19998338863705145,0.7964269736472536,0.1729151468668411,0.8160134521372142
