epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.2669650641354648,0.063819626343319,1.270297606786092,1.1438131461182134e-09
1,0.001,1.1999297792261296,0.11208078503029871,1.1778199672698975,1.1438131461182134e-09
2,0.001,1.1629987088116733,0.16574777708893756,1.1513246695200603,1.1438131461182134e-09
3,0.001,1.1421634500676936,0.17305219832221616,1.1409223874409993,1.1438131461182134e-09
4,0.001,1.1112410371953791,0.21535029693205415,1.1198643843332927,1.1438131461182134e-09
5,0.001,1.0831860412250867,0.2219404502890395,1.1008163690567017,1.1438131461182134e-09
6,0.001,1.0641643567518755,0.1837188883507724,1.0865203539530437,1.1438131461182134e-09
7,0.001,1.0389595031738281,0.21325995012422377,1.0597639481226604,1.1438131461182134e-09
8,0.001,1.0232617042281411,0.20872074564502716,1.0261271794637044,0.14826649120840485
9,0.001,1.012826605276628,0.18316991672779623,1.0085171858469646,0.08323542137694619
10,0.001,0.9826876304366372,0.18502508081081637,1.0168665250142415,1.1417608457697986e-09
11,0.001,0.9773313728245822,0.1606122792103948,1.0121725797653198,1.1438131461182134e-09
12,0.001,0.9539171077988364,0.21104272077705827,1.020218809445699,1.1438131461182134e-09
13,0.001,0.9316715760664507,0.21339882129545737,1.0350540081659954,1.1438131461182134e-09
14,0.001,0.955758127299222,0.18669588870896642,1.82111390431722,0.028758231094781633
15,0.001,0.9141946814276956,0.21681442503294326,1.6149693330128987,0.02493330355074086
16,0.001,0.8883444612676447,0.23741041142242836,0.9803460240364075,1.1438131461182134e-09
17,0.001,0.8687606074593284,0.2858082956952506,0.9086068669954935,0.14698929890769183
18,0.001,0.8925398967482827,0.1642407890613597,0.9871649543444315,0.01784170512196558
19,0.001,0.87496572191065,0.15963133835991497,1.0345208644866943,1.1438131461182134e-09
20,0.001,0.8234659487550909,0.22696006125070642,1.0309055248896282,1.1438131461182134e-09
21,0.001,0.7994413267482411,0.20569672971662525,1.0250877539316814,1.1438131461182134e-09
22,0.001,0.7925988598303362,0.21611955288815407,0.8731968998908997,0.1780983844101347
23,0.001,0.7893349474126642,0.20797283992915935,0.9676384131113688,0.02992410947897539
24,0.001,0.7671932957389138,0.2416497511406193,0.7535554567972819,0.21222088033051703
25,0.001,0.7008897174488414,0.3116340563202718,1.0352474053700764,1.1438131461182134e-09
26,0.001,0.7379838336597789,0.2302775787699819,0.993587593237559,0.04004505663373923
27,0.001,0.6753648790446195,0.3089467223817681,1.0377168655395508,1.1438131461182134e-09
28,0.001,0.7325271476398815,0.20168378477791923,0.9738156000773112,0.038935432317529356
29,0.001,0.6408484090458263,0.2460458848818786,1.045245846112569,1.1438131461182134e-09
30,0.001,0.5881734165278348,0.37021760891195826,1.04539159933726,1.1438131461182134e-09
31,0.001,0.5515815155072645,0.3877568404512535,1.0478825171788533,1.1438131461182134e-09
32,0.001,0.6168349954214963,0.34091077664827885,1.0515269835789998,1.1438131461182134e-09
33,0.001,0.5273161693052812,0.41243054396050555,1.0520967642466228,1.1438131461182134e-09
34,0.001,0.4947669099677693,0.4254416395773802,0.7692962487538656,0.19834663716192544
35,0.001,0.3990911841392517,0.4998561735160521,0.9740199446678162,0.03789600272276079
36,0.001,0.4358498318628831,0.4708401727051504,1.0458927154541016,1.1438131461182134e-09
37,0.001,0.4412561736323617,0.4644752073955345,1.0521894296010335,1.1438131461182134e-09
38,0.001,0.3831726475195451,0.5133897753654949,1.0473533471425374,8.010713814589789e-10
39,0.001,0.6271377287127755,0.3341310704835798,0.9768537084261576,0.032567151292339426
40,0.001,0.5396097302436829,0.3436591899735358,1.575183669726054,0.08547290993955488
41,0.001,0.4566822512583299,0.4552722708137656,0.611088752746582,0.23809639910957126
42,0.001,0.41901280121369794,0.48212214002034964,1.0626997550328572,1.1438131461182134e-09
43,0.001,0.40626415610313416,0.5142234459910117,1.0623629887898762,1.1438131461182134e-09
44,0.001,0.35267807949673047,0.5512664911410405,0.9184906284014384,0.11246215474901634
45,0.001,0.3170894438570196,0.5668779361981355,0.943121055761973,0.043894414131494724
